week_start,cell_id,category,channel,spend,context_index,measured_incremental_contribution,evidence_type,evidence_reference
2024-01-01,Beauty | Affiliate,Beauty,Affiliate,97818.62345914,1.00000000,101161.08577223,synthetic_fixture,public-safe-schema-fixture-v1
2024-07-29,Home | Lifecycle CRM,Home,Lifecycle CRM,65490.39799504,0.92712181,88247.81303979,synthetic_fixture,public-safe-schema-fixture-v1
2024-07-29,Home | Paid Search,Home,Paid Search,118894.58461538,0.96416113,249212.33788540,synthetic_fixture,public-safe-schema-fixture-v1
2024-08-05,Beauty | Affiliate,Beauty,Affiliate,45187.73415232,1.09350162,72165.03438832,synthetic_fixture,public-safe-schema-fixture-v1
2024-08-05,Beauty | Lifecycle CRM,Beauty,Lifecycle CRM,85144.72849901,1.09961736,175076.51381608,synthetic_fixture,public-safe-schema-fixture-v1
2024-08-05,Beauty | Paid Search,Beauty,Paid Search,116104.61326037,1.08589870,130969.24490134,synthetic_fixture,public-safe-schema-fixture-v1
2024-08-05,Electronics | Affiliate,Electronics,Affiliate,75332.92440078,1.05507711,165571.33113885,synthetic_fixture,public-safe-schema-fixture-v1
2024-08-05,Electronics | Lifecycle CRM,Electronics,Lifecycle CRM,83961.65602543,1.01328935,84096.12142828,synthetic_fixture,public-safe-schema-fixture-v1
2024-08-05,Electronics | Paid Search,Electronics,Paid Search,106005.36670424,0.96885560,177182.78575825,synthetic_fixture,public-safe-schema-fixture-v1
2024-08-05,Grocery | Affiliate,Grocery,Affiliate,137643.76542326,0.93062289,118361.73087184,synthetic_fixture,public-safe-schema-fixture-v1
2024-08-05,Grocery | Lifecycle CRM,Grocery,Lifecycle CRM,100804.78656390,0.90620356,187635.52782385,synthetic_fixture,public-safe-schema-fixture-v1
2024-08-05,Grocery | Paid Search,Grocery,Paid Search,102554.53532669,0.90045964,125576.36264499,synthetic_fixture,public-safe-schema-fixture-v1
2024-08-05,Home | Affiliate,Home,Affiliate,31594.74726874,0.91453479,97851.00326563,synthetic_fixture,public-safe-schema-fixture-v1
2024-08-05,Home | Lifecycle CRM,Home,Lifecycle CRM,84698.12750615,0.94562655,97439.13014638,synthetic_fixture,public-safe-schema-fixture-v1
2024-08-05,Home | Paid Search,Home,Paid Search,67814.06934525,0.98754439,205864.09489198,synthetic_fixture,public-safe-schema-fixture-v1
2024-08-12,Beauty | Affiliate,Beauty,Affiliate,52821.68602209,1.09927089,84153.38263275,synthetic_fixture,public-safe-schema-fixture-v1
2024-08-12,Beauty | Lifecycle CRM,Beauty,Lifecycle CRM,62457.21949632,1.09463111,143830.73239791,synthetic_fixture,public-safe-schema-fixture-v1
2024-08-12,Beauty | Paid Search,Beauty,Paid Search,98384.49597688,1.07114974,132092.43831462,synthetic_fixture,public-safe-schema-fixture-v1
2024-08-12,Electronics | Affiliate,Electronics,Affiliate,38669.81075788,1.03350203,146817.86512059,synthetic_fixture,public-safe-schema-fixture-v1
2024-08-12,Electronics | Lifecycle CRM,Electronics,Lifecycle CRM,97177.70414189,0.98918388,103341.68212054,synthetic_fixture,public-safe-schema-fixture-v1
2024-08-12,Electronics | Paid Search,Electronics,Paid Search,54488.27131660,0.94701928,113197.39342644,synthetic_fixture,public-safe-schema-fixture-v1
2024-08-12,Grocery | Affiliate,Grocery,Affiliate,103586.31803291,0.91540345,103026.62855582,synthetic_fixture,public-safe-schema-fixture-v1
2024-08-12,Grocery | Lifecycle CRM,Grocery,Lifecycle CRM,85777.16850671,0.90063128,173095.10640996,synthetic_fixture,public-safe-schema-fixture-v1
2024-08-12,Grocery | Paid Search,Grocery,Paid Search,36240.84032720,0.90564400,74244.29075487,synthetic_fixture,public-safe-schema-fixture-v1
2024-08-12,Home | Affiliate,Home,Affiliate,84915.67471133,0.92944355,161394.78166249,synthetic_fixture,public-safe-schema-fixture-v1
2024-08-12,Home | Lifecycle CRM,Home,Lifecycle CRM,142964.67075281,0.96729129,133706.11717567,synthetic_fixture,public-safe-schema-fixture-v1
2024-08-12,Home | Paid Search,Home,Paid Search,102735.80094249,1.01165153,227053.00863388,synthetic_fixture,public-safe-schema-fixture-v1
2024-08-19,Beauty | Affiliate,Beauty,Affiliate,39226.34733261,1.09927089,79067.15670590,synthetic_fixture,public-safe-schema-fixture-v1
2024-08-19,Beauty | Lifecycle CRM,Beauty,Lifecycle CRM,33241.20922193,1.08414525,103684.96108399,synthetic_fixture,public-safe-schema-fixture-v1
2024-08-19,Beauty | Paid Search,Beauty,Paid Search,98866.31079968,1.05226581,116351.79948445,synthetic_fixture,public-safe-schema-fixture-v1
2024-08-19,Electronics | Affiliate,Electronics,Affiliate,23574.54493875,1.00997994,85064.63787853,synthetic_fixture,public-safe-schema-fixture-v1
2024-08-19,Electronics | Lifecycle CRM,Electronics,Lifecycle CRM,128472.63740674,0.96570701,114236.25919546,synthetic_fixture,public-safe-schema-fixture-v1
2024-08-19,Electronics | Paid Search,Electronics,Paid Search,28360.40855973,0.92826201,67446.94470739,synthetic_fixture,public-safe-schema-fixture-v1
2024-08-19,Grocery | Affiliate,Grocery,Affiliate,94536.94126568,0.90510046,107537.04407625,synthetic_fixture,public-safe-schema-fixture-v1
2024-08-19,Grocery | Lifecycle CRM,Grocery,Lifecycle CRM,82673.28681431,0.90083396,179111.34331617,synthetic_fixture,public-safe-schema-fixture-v1
2024-08-19,Grocery | Paid Search,Grocery,Paid Search,41175.41911168,0.91631199,82174.57057298,synthetic_fixture,public-safe-schema-fixture-v1
2024-08-19,Home | Affiliate,Home,Affiliate,23187.12529530,0.94845279,75210.06380305,synthetic_fixture,public-safe-schema-fixture-v1
2024-08-19,Home | Lifecycle CRM,Home,Lifecycle CRM,51521.14307036,0.99085694,91786.85704697,synthetic_fixture,public-safe-schema-fixture-v1
2024-08-19,Home | Paid Search,Home,Paid Search,68749.06433040,1.03508152,211869.04250406,synthetic_fixture,public-safe-schema-fixture-v1
2024-08-26,Beauty | Affiliate,Beauty,Affiliate,49569.98139107,1.23565684,88048.69384003,synthetic_fixture,public-safe-schema-fixture-v1
2024-08-26,Beauty | Lifecycle CRM,Beauty,Lifecycle CRM,47442.48416970,1.20770917,135218.69680936,synthetic_fixture,public-safe-schema-fixture-v1
2024-08-26,Beauty | Paid Search,Beauty,Paid Search,107076.25091667,1.16428916,138883.84409646,synthetic_fixture,public-safe-schema-fixture-v1
2024-08-26,Electronics | Affiliate,Electronics,Affiliate,46665.18217139,1.11404197,148385.65802941,synthetic_fixture,public-safe-schema-fixture-v1
2024-08-26,Electronics | Lifecycle CRM,Electronics,Lifecycle CRM,62519.47443712,1.06697213,96102.98118750,synthetic_fixture,public-safe-schema-fixture-v1
2024-08-26,Electronics | Paid Search,Electronics,Paid Search,82026.05182622,1.03245150,156806.58140430,synthetic_fixture,public-safe-schema-fixture-v1
2024-08-26,Grocery | Affiliate,Grocery,Affiliate,95573.02218184,1.01735334,117952.31563256,synthetic_fixture,public-safe-schema-fixture-v1
2024-08-26,Grocery | Lifecycle CRM,Grocery,Lifecycle CRM,97246.84361360,1.02468378,211289.95122429,synthetic_fixture,public-safe-schema-fixture-v1
2024-08-26,Grocery | Paid Search,Grocery,Paid Search,104662.87783959,1.05298329,140253.71734326,synthetic_fixture,public-safe-schema-fixture-v1
2024-08-26,Home | Affiliate,Home,Affiliate,31014.10262101,1.09661728,99406.99318895,synthetic_fixture,public-safe-schema-fixture-v1
2024-08-26,Home | Lifecycle CRM,Home,Lifecycle CRM,171401.60811980,1.14689796,150217.29775624,synthetic_fixture,public-safe-schema-fixture-v1
2024-08-26,Home | Paid Search,Home,Paid Search,84807.45020837,1.19381416,255495.38432858,synthetic_fixture,public-safe-schema-fixture-v1
2024-09-02,Beauty | Affiliate,Beauty,Affiliate,56890.06244138,1.22299718,85263.51441625,synthetic_fixture,public-safe-schema-fixture-v1
2024-09-02,Beauty | Lifecycle CRM,Beauty,Lifecycle CRM,72643.29550111,1.18581803,148557.65980884,synthetic_fixture,public-safe-schema-fixture-v1
2024-09-02,Beauty | Paid Search,Beauty,Paid Search,64584.87845422,1.13752519,107356.10258650,synthetic_fixture,public-safe-schema-fixture-v1
2024-09-02,Electronics | Affiliate,Electronics,Affiliate,63511.58274670,1.08773404,153410.40758760,synthetic_fixture,public-safe-schema-fixture-v1
2024-09-02,Electronics | Lifecycle CRM,Electronics,Lifecycle CRM,85552.47883236,1.04635829,96251.38643356,synthetic_fixture,public-safe-schema-fixture-v1
2024-09-02,Electronics | Paid Search,Electronics,Paid Search,93944.05754791,1.02163608,161453.99616375,synthetic_fixture,public-safe-schema-fixture-v1
2024-09-02,Grocery | Affiliate,Grocery,Affiliate,90910.58746691,1.01848977,126618.85584685,synthetic_fixture,public-safe-schema-fixture-v1
2024-09-02,Grocery | Lifecycle CRM,Grocery,Lifecycle CRM,57288.67344518,1.03754578,165996.47929555,synthetic_fixture,public-safe-schema-fixture-v1
2024-09-02,Grocery | Paid Search,Grocery,Paid Search,113394.53093147,1.07500997,167031.84137832,synthetic_fixture,public-safe-schema-fixture-v1
2024-09-02,Home | Affiliate,Home,Affiliate,60350.13894432,1.12342299,163266.06112112,synthetic_fixture,public-safe-schema-fixture-v1
2024-09-02,Home | Lifecycle CRM,Home,Lifecycle CRM,142531.42725326,1.17314553,183361.57925154,synthetic_fixture,public-safe-schema-fixture-v1
2024-09-02,Home | Paid Search,Home,Paid Search,120806.79578173,1.21427755,283568.63622487,synthetic_fixture,public-safe-schema-fixture-v1
